1161224266,32.0953625,34.7783694
1153441817,32.0926361,34.7764809
1153443532,32.0917626,34.7826511
1153443526,32.0937263,34.7836156
1156126871,32.0988004,34.7887333
1157393954,32.0988804,34.7812586
1157394642,32.1249379,34.8024985
1171882556,32.0629619,34.7703615
1171883569,32.0630479,34.7796719
1171885036,32.0814217,34.7738867
1171885266,32.0838822,34.7817779
1171886214,32.0963,34.7906541
1171886311,32.0981151,34.7977924
1171889386,32.1134285,34.8327684
1156079710,32.0971154,34.7758772
1157396127,32.1077048,34.7982332
1157397883,32.1059045,34.8014682
1157399727,32.1140476,34.7912709
1157400312,32.1046387,34.7888196
1157400314,32.1018745,34.7926013
1157401075,32.1212179,34.7829239
1157396376,32.1102577,34.7902454
1172162547,32.1222451,34.8177696
1179532546,32.0907102,34.7907125
1184017367,32.091087,34.7864591
1184017987,32.0941229,34.7926336
1184019738,32.0830521,34.7771732
1184840368,32.0913538,34.7944659
1185647914,32.0770749,34.7884596
1185647975,32.0761204,34.7856808
1185648094,32.0799067,34.7853697
1187812125,32.0947021,34.7726247
1187820821,32.0813769,34.7706503
1187828917,32.0760384,34.7712551
1187833758,32.0666435,34.7662392
1189621393,32.0558625,34.7554932
1191726832,32.0900188,34.7791924
1194305940,32.048854,34.7695212
1194309590,32.1128577,34.7963901
1198440857,32.0836177,34.7966031
1198441839,32.0837723,34.7919683
1198442893,32.0869129,34.7883956
1198447303,32.0780543,34.7744374
1195981671,32.120687,34.7990855
1195969100,32.1176428,34.7980352
1195981666,32.1133038,34.8014791
1195988365,32.1026732,34.8049038
1195994040,32.1068515,34.8210706
1195987769,32.1098064,34.8187439
1195992981,32.1096878,34.8330342
1195994041,32.1091156,34.8395155
1195992975,32.1143215,34.8401678
1195992979,32.1180213,34.8396224
1195992977,32.1214742,34.8350519
1195987772,32.1222185,34.8255612
1195987773,32.1262986,34.8274021
1195987770,32.1129961,34.8250644
1195992980,32.1118411,34.8147202
1195987766,32.1146047,34.8188309
1157399238,32.1206731,34.7924338
1195972074,32.1401662,34.7909432
1195972066,32.1020893,34.7851826
1195987767,32.1200749,34.8211795
1195969098,32.1318536,34.795224
1195969103,32.1256566,34.7982488
1195975174,32.1436639,34.7922521
1195981669,32.1153888,34.7889254
1195987771,32.1307783,34.7918903
1195987774,32.1177759,34.812811
1195992978,32.1066338,34.8332816
1195993418,32.1045042,34.809895
1232914388,32.0645015,34.7620936
1232914383,32.0507756,34.7595192
1345595133,32.0729136,34.7684394
1345595132,32.0891084,34.7738521
1345870135,32.0863103,34.777334
1345870132,32.0808607,34.7811857
1353536517,32.1011633,34.7754687
