0.00168826613497437,335,1171885036
0.00314763274751771,303,1161224266
0.00385358855743575,314,1153443532
0.00442971045834377,325,1198441839
0.00455125121237479,313,1153441817
0.00501966862847098,420,1232914383
0.00527956821279088,366,1187833758
0.00617180992718456,321,1198442893
0.0075951292530291,307,1171886214
0.00802643863633058,326,1198440857
0.00803995884651324,316,1179532546
0.00831237737544801,312,1187812125
0.00846800225613775,317,1184840368
0.00860552633806066,304,1157393954
0.00890174571151646,334,1187820821
0.00895510439296538,345,1185647914
0.00979765039848228,369,1171882556
0.0106710741330514,342,1185647975
0.0110348820072955,311,1153443526
0.0110939538889593,309,1184017987
0.0111852147637076,210,1195987769
0.0112269032287161,403,1189621393
0.0136286243347911,320,1191726832
0.0137469387656461,330,1184019738
0.0138231657435114,371,1171883569
0.0138453221884088,343,1198447303
0.0138633252503774,308,1171886311
0.0142811328649048,302,1156079710
0.0145833821127785,116,1195972066
0.0149458315852374,347,1187828917
0.0166159457651971,114,1157400312
0.0168586939300418,315,1184017367
0.0219806266707131,324,1171885266
0.0241488200309061,111,1194309590
0.0281504031502602,305,1156126871
0.0282332914050642,207,1195987766
0.0381402644497534,216,1195988365
0.0397052279156641,332,1185648094
0.0415855577347435,406,1194305940
0.0583070455920301,107,1157401075
0.069554099023517,117,1157400314
0.0878417265470581,367,1232914388
0.78666197939437,328,1157397883
1.13223048581556,301,1157396376
1.15928799793483,310,1157396127
1.30249811150476,306,1195993418
1.90690249509242,322,1157399727
1.99127643793491,319,1195981669
2.14718298378036,323,1195981666
2.41292982620473,318,1195969100
2.53094744349331,337,1157399238
2.55725202116714,519,1195994040
2.87938859330916,331,1195992980
2.88320800116405,336,1195981671
3.16620279537163,329,1195969103
3.40704181944615,344,1195987774
3.44684885799992,503,1195992978
3.57215477506796,359,1195987770
3.65700284471458,346,1157394642
3.70802023085855,360,1195992981
3.96064041896576,341,1195987771
4.08186648767905,358,1195987767
4.13236858007605,348,1172162547
4.25240731063268,357,1171889386
4.2885763138507,361,1195969098
4.35229865345846,365,1195994041
4.60775769723097,363,1195987772
4.80235809359359,362,1195992975
